customer_bkey,cust_marital_status,cust_area,age_days,acct_curr_crlimit,med_monthly_tran_amt_12_effective,acct_num_cards_classic_12,acct_num_cards_platinum_12,tot_tran_amt_child_effective,tot_tran_amt_pharm_hosp_effective,tot_tran_amt_auto_effective,acct_avail_cash,acct_dayssince_first_acct_open,cust_amla_rind,cust_unsup_seg,score,quantil_rank
232,U,Davao del Norte,10950,1483.0,66.0,2,0,617.0,90.0,3012.0,29172.0,5840,L,4,0.63,4
233,O,Quezon Province,21535,20047.0,407.0,2,0,458.0,1522.0,47.0,34594.0,365,U,2,0.8,9
234,M,Masbate,9855,24672.0,602.0,0,2,884.0,779.0,1142.0,11438.0,0,N,3,0.71,7
235,D,Guimaras,13870,8609.0,2528.0,2,0,34.0,57.0,821.0,12141.0,365,L,3,0.68,6
236,U,Guimaras,3650,97000.0,676.0,3,1,984.0,817.0,3376.0,5102.0,365,U,4,0.63,4
237,S,Camarines Norte,8030,804.0,152.0,2,1,244.0,2574.0,870.0,16938.0,730,L,2,0.58,2
238,S,Bataan,4015,12320.0,75.0,0,0,560.0,249.0,662.0,39000.0,1095,U,1,0.65,4
239,M,Mindoro Occidental,-26481,3857.0,648.0,3,3,1278.0,4120.0,18.0,37906.0,0,L,-1,0.78,8
240,D,Guimaras,4380,20797.0,4344.0,2,0,1777.0,442.0,527.0,25219.0,1095,N,4,0.65,5
241,S,South Cotabato,1460,3926.0,1204.0,1,0,281.0,462.0,46.0,4133.0,365,N,4,0.42,0
242,M,Biliran,2920,88875.0,21.0,3,1,954.0,101.0,1450.0,5102.0,365,N,2,0.63,4
243,M,Siquijor,4015,70062.0,709.0,1,1,412.0,1355.0,3290.0,68500.0,4015,U,2,0.75,8
244,S,Manila,15695,15570.0,211.0,2,0,2416.0,397.0,140.0,14125.0,1825,N,2,0.73,7
245,S,South Cotabato,11680,7617.0,178.0,1,0,700.0,16.0,562.0,2641.0,3285,L,3,0.61,3
246,O,North Cotabato,1460,4648.0,404.0,1,0,818.0,240.0,764.0,38656.0,2190,N,4,0.5,1
247,M,Antique,3285,99000.0,1828.0,2,1,660.0,376.0,113.0,29391.0,0,L,2,0.71,7
248,S,Bohol,5840,17672.0,1310.0,0,2,575.0,146.0,262.0,801.0,2190,N,7,0.55,2
249,S,Camiguin,-27375,32250.0,554.0,3,0,142.0,109.0,145.0,1834.0,1460,H,5,0.74,8
250,U,Masbate,7665,24625.0,188.0,1,0,81.0,659.0,1623.0,25891.0,1095,L,4,0.7,6
251,M,Sulu,5475,35000.0,656.0,2,0,2346.0,1288.0,1061.0,79938.0,2920,N,3,0.76,8
252,D,Aklan,12045,10828.0,654.0,1,0,1648.0,28.0,1234.0,5641.0,8395,N,1,0.65,5
253,U,Mindoro Occidental,1825,29078.0,32.0,2,0,1187.0,127.0,2176.0,5473.0,2555,L,2,0.51,1
254,D,Quezon Province,2190,5371.0,4370.0,3,1,382.0,682.0,1348.0,5051.0,365,N,2,0.46,0
255,D,Tawi-Tawi,16425,40781.0,538.0,2,0,1983.0,221.0,1353.0,580.0,1825,N,2,0.67,5
256,M,Zamboanga Del Sur,-27941,32500.0,754.0,2,2,458.0,676.0,3054.0,56125.0,6570,H,4,0.89,9
257,D,Metropolitan Manila,24820,8703.0,3332.0,1,1,391.0,635.0,381.0,9734.0,0,N,2,0.73,7
258,S,Rizal Province,-23926,22344.0,1585.0,0,1,111.0,690.0,83.0,14883.0,4015,N,2,0.79,9
259,M,Lanao Del Norte,2190,10078.0,33.0,1,0,197.0,579.0,5410.0,2406.0,730,N,2,0.48,0
260,D,Manila,24455,64812.0,1066.0,2,1,530.0,736.0,2746.0,43062.0,2190,U,2,0.88,9
261,M,Surigao del Norte,6205,1191.0,722.0,0,1,1073.0,1880.0,1667.0,7520.0,365,L,2,0.54,1
262,U,Romblon,4015,10445.0,23.0,3,1,409.0,2728.0,148.0,21438.0,365,N,2,0.6,3
263,S,Davao Del Sur,8030,37344.0,55.0,2,1,2019.0,1719.0,1205.0,32781.0,730,U,5,0.75,8
264,S,Zambales,-23561,8242.0,185.0,3,2,312.0,840.0,322.0,5117.0,730,N,2,0.7,7
265,S,Camarines Norte,2555,51531.0,226.0,0,0,12.0,1064.0,1059.0,9039.0,365,N,2,0.6,3
266,M,Northern Samar,1460,16562.0,204.0,0,0,423.0,864.0,24.0,11430.0,1825,L,1,0.52,1
267,M,Zamboanga Del Norte,4380,4293.0,548.0,1,0,102.0,89.0,142.0,42562.0,730,N,-1,0.62,4
268,U,Mindoro Occidental,20075,6668.0,245.0,1,1,1175.0,1081.0,116.0,27750.0,0,N,2,0.74,8
269,U,Sorsogon,4380,8438.0,547.0,0,0,306.0,215.0,1237.0,9414.0,730,N,4,0.56,2
270,M,Bulacan,14600,482.0,310.0,1,0,23.0,1502.0,964.0,870.0,365,N,2,0.53,1
271,S,Manila,4380,25266.0,1320.0,0,2,340.0,40.0,1453.0,11070.0,0,N,-1,0.63,4
272,M,Maguindanao,2920,10297.0,640.0,1,0,1035.0,644.0,892.0,57875.0,1460,L,6,0.63,4
273,S,Siquijor,1825,13914.0,2294.0,1,0,884.0,154.0,853.0,4535.0,1095,U,-1,0.49,0
274,U,Abra,22995,67875.0,2025.0,1,1,11.0,90.0,651.0,1055.0,2190,U,4,0.73,7
275,M,Bohol,-31591,4527.0,1075.0,1,1,73.0,1364.0,170.0,16531.0,730,N,7,0.76,8
276,S,Sulu,13140,16547.0,60.0,2,0,214.0,210.0,3344.0,17344.0,730,L,4,0.73,7
277,M,Quezon Province,19710,5328.0,223.0,1,0,3014.0,774.0,223.0,20781.0,2555,U,4,0.74,7
278,U,Davao Oriental,2190,53531.0,561.0,2,0,436.0,1430.0,34.0,29312.0,365,U,-1,0.63,4
279,S,Davao Oriental,5475,20844.0,279.0,2,0,35.0,1094.0,982.0,10516.0,3650,L,4,0.64,4
280,M,Metropolitan Manila,16425,80062.0,1302.0,2,2,398.0,2250.0,1130.0,1486.0,1095,N,6,0.74,8
281,M,Camarines Norte,11680,18156.0,2216.0,1,0,171.0,1159.0,1883.0,3777.0,1460,H,2,0.67,5
282,S,Maguindanao,2920,6164.0,24.0,1,0,1306.0,1123.0,1308.0,11766.0,3650,N,2,0.54,1
283,M,Nueva Ecija,6935,1609.0,1905.0,0,1,1429.0,329.0,3772.0,55875.0,365,N,2,0.64,4
284,U,Cebu,3285,27062.0,101.0,3,2,472.0,1130.0,2030.0,1445.0,2920,U,2,0.52,1
285,S,Manila,17155,50938.0,228.0,2,0,1995.0,661.0,362.0,14922.0,1095,U,7,0.8,9
286,D,Sarangani,6205,55656.0,794.0,3,0,1706.0,1548.0,36.0,37656.0,365,N,5,0.74,8
287,U,Batangas,-13870,23344.0,893.0,1,0,384.0,36.0,571.0,13148.0,3650,U,1,0.72,7
288,U,Bataan,23360,21266.0,125.0,1,0,108.0,984.0,496.0,1483.0,9490,H,4,0.69,6
289,D,Surigao del Norte,16425,73312.0,1559.0,3,0,352.0,738.0,2708.0,40156.0,365,H,-1,0.84,9
290,M,Quezon Province,730,179.0,292.0,0,0,382.0,2842.0,244.0,19234.0,1460,U,1,0.36,0
291,M,Nueva Ecija,21535,25234.0,1706.0,2,1,366.0,910.0,475.0,11680.0,1825,L,2,0.78,9
292,S,Catanduanes,20805,8719.0,768.0,1,2,551.0,4210.0,1065.0,35156.0,1095,L,6,0.78,8
293,M,Cagayan,-25751,9797.0,1972.0,3,2,1048.0,1338.0,1475.0,4777.0,1825,N,4,0.72,7
294,U,Zamboanga Del Sur,13870,14992.0,126.0,2,2,1667.0,1116.0,219.0,3486.0,1095,U,3,0.65,5
295,D,Zamboanga Del Norte,7300,66750.0,342.0,2,2,764.0,1537.0,2124.0,50188.0,1460,N,7,0.78,8
296,M,Bulacan,23360,3859.0,257.0,2,1,665.0,638.0,241.0,4289.0,730,L,3,0.68,6
297,U,Camarines Norte,-20075,2854.0,2678.0,1,1,960.0,885.0,924.0,5020.0,1095,U,3,0.63,4
298,M,Cebu,7665,49406.0,1357.0,2,0,121.0,167.0,168.0,15102.0,365,U,1,0.73,7
299,D,Guimaras,8395,17594.0,874.0,2,1,2752.0,168.0,1379.0,39219.0,1825,N,5,0.72,7
300,S,Davao Oriental,4745,31547.0,612.0,3,0,92.0,2280.0,601.0,10922.0,365,N,4,0.65,5
301,S,Batangas,2920,18078.0,989.0,2,0,694.0,127.0,566.0,17328.0,2555,H,-1,0.6,3
302,M,Agusan Del Sur,9125,33000.0,694.0,2,0,1725.0,965.0,302.0,42625.0,730,L,4,0.77,8
303,M,Sarangani,6205,7832.0,3306.0,1,1,868.0,146.0,720.0,2041.0,1095,N,6,0.56,2
304,D,Kalinga-Apayao,22101,2783.0,68.0,2,1,1741.0,1781.0,636.0,6344.0,730,U,2,0.66,5
305,O,Ifugao,1095,14133.0,61.0,2,1,55.0,1775.0,103.0,1085.0,6570,N,5,0.39,0
306,M,Bataan,7665,1415.0,2154.0,1,0,1075.0,3594.0,556.0,5617.0,730,L,1,0.55,2
307,D,Camarines Norte,2190,13094.0,2318.0,0,0,867.0,1470.0,604.0,41656.0,1460,U,3,0.59,3
308,U,Manila,2555,3779.0,381.0,1,0,689.0,1143.0,212.0,8336.0,1460,U,1,0.48,0
309,M,Sarangani,4745,11859.0,1109.0,1,0,518.0,1892.0,396.0,4242.0,2190,U,4,0.57,2
310,M,Manila,4380,37125.0,906.0,2,0,676.0,826.0,3196.0,72625.0,2555,N,6,0.74,8
311,S,Southern Leyte,9490,41312.0,63.0,0,0,103.0,1650.0,1362.0,14516.0,365,N,4,0.73,7
312,M,Ilocos Sur,16060,14031.0,1330.0,1,2,1205.0,1884.0,8.0,150.0,2920,N,4,0.62,4
313,S,Sarangani,10585,9602.0,71.0,1,1,1022.0,448.0,936.0,11625.0,730,U,7,0.67,5
314,M,Zamboanga Del Sur,32321,1051.0,140.0,1,0,848.0,536.0,1825.0,5258.0,14235,L,2,0.67,5
315,S,Lanao Del Norte,18980,6316.0,738.0,1,0,306.0,77.0,1139.0,6086.0,5840,L,6,0.68,6
316,U,Ilocos Sur,25550,21641.0,1015.0,0,2,2578.0,418.0,358.0,14586.0,2555,L,1,0.78,9
317,M,Davao Oriental,9125,104000.0,2072.0,1,2,525.0,3338.0,1423.0,26016.0,0,L,1,0.8,9
318,D,Capiz,365,7438.0,227.0,1,1,2366.0,1844.0,30.0,22266.0,1460,U,4,0.38,0
319,S,Mindoro Oriental,6205,1128.0,170.0,1,0,535.0,588.0,4504.0,3555.0,1095,N,4,0.5,1
320,M,Catanduanes,5840,22031.0,1311.0,0,2,1420.0,1237.0,657.0,13469.0,0,U,6,0.67,5
321,M,Lanao Del Norte,4380,13312.0,465.0,2,0,1442.0,1022.0,398.0,905.0,730,U,5,0.53,1
322,M,Masbate,13505,14641.0,583.0,2,0,157.0,436.0,648.0,8367.0,365,U,2,0.7,7
323,M,Bataan,9855,28344.0,2630.0,1,1,165.0,759.0,692.0,34969.0,9490,N,-1,0.76,8
324,D,Pangasinan,6935,32406.0,30.0,0,0,724.0,1.0,1457.0,48594.0,3285,U,4,0.74,8
325,M,Catanduanes,2190,8586.0,594.0,3,0,50.0,1352.0,594.0,32938.0,1825,U,1,0.58,2
326,S,Lanao Del Norte,6205,9148.0,257.0,2,2,861.0,558.0,526.0,58062.0,2190,N,4,0.69,6
327,M,Mindoro Oriental,-25021,9484.0,655.0,3,0,1188.0,45.0,119.0,2258.0,1460,L,1,0.69,6
328,O,Surigao del Sur,6570,7422.0,15.0,3,1,359.0,2684.0,523.0,10945.0,730,N,3,0.6,3
329,S,Ilocos Sur,13505,28422.0,1048.0,2,0,41.0,712.0,209.0,69875.0,730,U,6,0.82,9
330,M,Zamboanga Del Norte,13505,29297.0,1274.0,2,0,1239.0,93.0,533.0,700.0,730,U,6,0.66,5
331,D,Ilocos Norte,10220,100250.0,6570.0,0,0,363.0,1010.0,60.0,5000.0,730,N,1,0.73,7
332,M,Davao del Norte,2190,2582.0,328.0,0,0,120.0,2118.0,277.0,17359.0,2920,L,2,0.5,1
333,D,Lanao Del Norte,5840,8484.0,12.0,2,1,690.0,1733.0,2536.0,94000.0,365,N,2,0.69,6
334,M,Aurora,3650,2875.0,624.0,4,0,665.0,756.0,53.0,10438.0,730,L,-1,0.53,1
335,S,Mindoro Occidental,2920,1249.0,3882.0,1,0,263.0,160.0,223.0,15289.0,1095,N,6,0.5,0
336,M,Antique,7300,35406.0,911.0,3,0,1166.0,99.0,474.0,4379.0,730,L,7,0.66,5
337,U,Sarangani,11315,68062.0,2832.0,3,1,435.0,1210.0,1391.0,16688.0,6935,N,6,0.76,8
338,D,Laguna,20440,7426.0,415.0,2,0,943.0,164.0,1772.0,2805.0,1460,N,3,0.66,5
339,U,Agusan Del Norte,23561,41625.0,1007.0,0,0,172.0,170.0,635.0,11797.0,9125,N,4,0.79,9
340,S,Sarangani,15330,9617.0,131.0,1,2,662.0,97.0,456.0,27281.0,1095,L,7,0.74,8
341,M,Eastern Samar,23360,32250.0,256.0,2,1,1498.0,345.0,510.0,11148.0,1095,L,-1,0.8,9
342,M,Biliran,5840,2037.0,698.0,2,0,616.0,866.0,2304.0,60031.0,1095,N,1,0.64,4
343,D,Aklan,4015,3160.0,985.0,0,2,173.0,1559.0,1891.0,28625.0,1825,L,7,0.57,2
344,M,Cebu,23725,7680.0,1035.0,2,2,901.0,668.0,860.0,2805.0,13505,N,2,0.69,6
345,O,Surigao del Norte,9855,3434.0,1947.0,2,0,3082.0,662.0,1096.0,19578.0,4015,U,5,0.63,4
346,M,Sarangani,24090,35219.0,1497.0,3,1,1714.0,3466.0,1861.0,12266.0,730,N,4,0.81,9
347,S,Sarangani,14600,753.0,225.0,3,0,1148.0,76.0,1141.0,73938.0,5475,U,4,0.7,6
348,M,Cebu,10220,27703.0,491.0,2,0,2160.0,72.0,1014.0,44000.0,7665,L,4,0.78,8
349,S,Nueva Vizcaya,10950,26016.0,686.0,0,0,1719.0,98.0,1141.0,3852.0,365,N,4,0.67,5
350,S,Bukidnon,9125,1619.0,109.0,0,0,294.0,158.0,750.0,2125.0,1095,N,6,0.53,1
351,D,Batangas,5840,95750.0,1112.0,1,2,435.0,207.0,417.0,18406.0,0,U,-1,0.73,7
352,D,Negros Occidental,8030,11695.0,17.0,0,0,1612.0,708.0,633.0,1820.0,0,U,7,0.58,2
353,U,Kalinga-Apayao,5475,47156.0,930.0,0,0,457.0,698.0,2384.0,31203.0,2555,U,-1,0.71,7
354,S,Camiguin,-29766,6238.0,836.0,2,0,662.0,300.0,494.0,40062.0,4015,H,2,0.8,9
355,U,Zamboanga Del Norte,11315,898.0,1845.0,1,0,560.0,781.0,1816.0,82812.0,1825,N,-1,0.67,5
356,S,Lanao Del Norte,6570,28625.0,215.0,1,0,182.0,1630.0,1161.0,43531.0,730,N,6,0.73,7
357,U,Quezon Province,2920,2746.0,133.0,2,1,396.0,892.0,1986.0,10641.0,0,N,5,0.49,0
358,M,Camarines Norte,18980,14922.0,2060.0,1,0,380.0,117.0,970.0,5773.0,2555,H,6,0.72,7
359,S,Cagayan,28105,3480.0,3268.0,0,0,1410.0,760.0,2564.0,17969.0,1460,L,2,0.74,8
360,M,Guimaras,7665,6320.0,1391.0,4,1,2850.0,381.0,1159.0,4562.0,730,N,4,0.59,3
361,M,Bataan,9855,52969.0,443.0,4,0,388.0,165.0,2596.0,41688.0,4015,L,2,0.8,9
362,M,Bulacan,13140,3438.0,147.0,2,0,167.0,504.0,159.0,71312.0,4380,L,2,0.74,8
363,D,Sarangani,16425,24812.0,1191.0,1,1,457.0,1556.0,255.0,22828.0,5110,L,3,0.77,8
364,D,Camarines Norte,4745,14703.0,5290.0,0,2,116.0,806.0,590.0,756.0,3285,N,7,0.52,1
365,D,Manila,16060,10789.0,305.0,1,0,848.0,966.0,260.0,636.0,1825,N,6,0.61,3
366,S,Mindoro Occidental,8395,10922.0,334.0,2,1,155.0,768.0,357.0,8727.0,3650,L,3,0.64,4
367,M,Zamboanga Del Sur,6570,47406.0,1575.0,2,0,205.0,496.0,87.0,29547.0,0,L,2,0.74,8
368,S,Catanduanes,8395,13250.0,1077.0,1,1,1350.0,906.0,4.0,10227.0,2190,L,2,0.66,5
369,M,Camarines Norte,10950,3703.0,394.0,1,0,640.0,5380.0,369.0,17750.0,3285,L,1,0.66,5
370,M,Romblon,23926,15727.0,399.0,1,1,315.0,502.0,976.0,3088.0,1095,L,-1,0.72,7
371,M,Manila,24090,2531.0,578.0,0,1,1529.0,2828.0,1290.0,5188.0,1460,U,6,0.67,5
372,M,Basilan,4380,10547.0,391.0,1,1,943.0,392.0,619.0,4484.0,730,N,4,0.56,2
373,M,Sarangani,9125,10227.0,34.0,3,0,606.0,978.0,1321.0,28828.0,0,H,4,0.71,7
374,S,Bulacan,9125,39656.0,2560.0,1,1,946.0,1361.0,2290.0,20672.0,365,L,2,0.74,8
375,D,Negros Occidental,5475,3479.0,186.0,2,0,3024.0,113.0,155.0,24938.0,365,L,3,0.6,3
376,M,South Cotabato,17155,9531.0,2772.0,1,0,870.0,940.0,1002.0,3977.0,1095,L,-1,0.68,6
377,D,Davao Oriental,5475,22781.0,1459.0,1,0,946.0,308.0,27.0,10914.0,1460,N,1,0.64,4
378,S,Sulu,17520,35281.0,456.0,1,0,151.0,572.0,1359.0,95875.0,365,N,4,0.86,9
379,S,Basilan,6205,2787.0,443.0,0,0,149.0,1298.0,704.0,94000.0,730,L,6,0.67,5
380,M,Biliran,4015,21625.0,1642.0,1,1,4836.0,911.0,187.0,10078.0,365,N,1,0.62,4
381,M,Agusan Del Sur,2555,1558.0,856.0,3,0,715.0,525.0,2740.0,22500.0,365,L,2,0.51,1
382,D,Quezon Province,1460,3645.0,104.0,2,0,3744.0,190.0,736.0,38156.0,4015,U,7,0.5,1
383,M,Albay,6935,8789.0,1966.0,2,1,443.0,418.0,962.0,2090.0,1460,U,4,0.57,2
384,O,Bukidnon,13870,13844.0,1205.0,2,0,431.0,464.0,638.0,2021.0,1095,N,5,0.63,4
385,M,Lanao Del Norte,13505,25266.0,1260.0,3,0,127.0,147.0,381.0,40188.0,1460,N,-1,0.8,9
386,U,Davao Oriental,1460,31172.0,33.0,2,1,95.0,1712.0,3422.0,17219.0,730,N,1,0.54,1
387,S,Manila,3650,38406.0,750.0,1,0,382.0,1095.0,3884.0,48438.0,365,L,-1,0.7,6
388,O,Cagayan,4745,121625.0,2016.0,1,0,948.0,363.0,1372.0,5703.0,365,H,2,0.67,5
389,D,Manila,4380,33250.0,247.0,2,2,320.0,376.0,1126.0,43688.0,3650,U,4,0.69,6
390,M,Bukidnon,12775,7184.0,1777.0,3,2,349.0,382.0,704.0,2340.0,1460,N,2,0.62,4
391,M,Quezon Province,12410,5895.0,785.0,0,0,1166.0,160.0,169.0,8336.0,1095,N,3,0.66,5
392,M,Quezon Province,6935,2498.0,69.0,1,1,698.0,1028.0,1174.0,8047.0,2920,U,1,0.57,2
393,M,Agusan Del Sur,2190,1387.0,2174.0,1,0,3250.0,4364.0,1022.0,38750.0,730,L,6,0.52,1
394,D,Sarangani,3650,23219.0,1137.0,1,0,1088.0,111.0,1220.0,35.0,2920,U,1,0.49,0
395,O,Camarines Norte,-32686,26062.0,311.0,0,0,852.0,768.0,260.0,5000.0,0,N,4,0.77,8
396,O,Sarangani,4015,1609.0,62.0,2,0,108.0,984.0,224.0,1913.0,3285,N,5,0.44,0
397,M,South Cotabato,1095,1506.0,999.0,2,0,4450.0,3718.0,263.0,20891.0,2190,U,2,0.43,0
398,M,Davao del Norte,9125,5352.0,3916.0,0,1,1575.0,3026.0,188.0,3105.0,5110,N,4,0.59,3
399,M,Pampanga,9490,19156.0,1241.0,3,0,5730.0,1061.0,290.0,3672.0,1825,U,5,0.65,5
400,U,Bulacan,3285,17297.0,997.0,2,0,395.0,726.0,228.0,81562.0,1825,L,4,0.66,5
401,S,Sorsogon,8760,28938.0,734.0,0,0,580.0,871.0,550.0,49875.0,2555,H,2,0.76,8
402,M,Sarangani,24455,1162.0,444.0,1,0,2654.0,710.0,1422.0,8453.0,5840,L,7,0.67,5
403,D,Mindoro Occidental,31755,8078.0,294.0,1,0,856.0,914.0,188.0,10203.0,3650,L,1,0.75,8
404,D,Bohol,4380,991.0,1020.0,0,0,980.0,1466.0,1093.0,6797.0,365,U,4,0.48,0
405,D,Davao del Norte,17520,4707.0,1830.0,2,1,74.0,117.0,222.0,24188.0,1460,U,2,0.71,7
406,M,Antique,6935,50094.0,1083.0,2,2,939.0,666.0,350.0,14695.0,2190,L,4,0.72,7
407,U,Quezon Province,27375,13305.0,883.0,1,0,410.0,440.0,1980.0,27047.0,2920,U,2,0.79,9
408,D,Quezon Province,12410,11297.0,821.0,2,1,96.0,1126.0,487.0,1835.0,2920,N,4,0.61,3
409,W,Nueva Ecija,-27941,5965.0,2104.0,3,2,674.0,743.0,648.0,13961.0,5110,U,3,0.75,8
410,M,Ilocos Sur,5840,5688.0,1551.0,2,2,2056.0,598.0,407.0,26969.0,1825,H,-1,0.64,4
411,S,La Union,2190,19453.0,85.0,1,1,113.0,1098.0,886.0,8992.0,1095,N,6,0.55,1
412,U,Lanao Del Norte,6935,837.0,354.0,2,1,291.0,316.0,1703.0,60656.0,365,L,4,0.61,3
413,U,Nueva Ecija,9125,20359.0,608.0,3,2,1898.0,152.0,715.0,8922.0,365,H,6,0.66,5
414,U,Guimaras,-31591,3209.0,576.0,2,1,1026.0,850.0,81.0,19016.0,365,U,1,0.73,7
415,D,Guimaras,4015,32531.0,7.0,2,0,993.0,403.0,1365.0,7113.0,4015,N,2,0.61,3
416,S,Southern Leyte,3285,43562.0,2044.0,2,1,630.0,209.0,201.0,66.0,1095,L,2,0.52,1
417,M,Abra,8395,3234.0,280.0,1,2,1433.0,199.0,154.0,29250.0,2190,N,2,0.66,5
418,M,Pangasinan,3650,33781.0,381.0,3,0,796.0,664.0,198.0,4238.0,3650,N,2,0.6,3
419,M,Maguindanao,3285,9375.0,514.0,1,0,70.0,105.0,1881.0,11273.0,1095,N,6,0.57,2
420,D,Maguindanao,7665,29641.0,543.0,2,0,150.0,72.0,410.0,7488.0,1825,N,2,0.66,5
421,O,Masbate,1460,47188.0,1762.0,1,0,40.0,462.0,776.0,15117.0,1460,N,1,0.56,2
422,D,Bulacan,20075,4059.0,476.0,1,0,2440.0,1318.0,2556.0,97.0,14600,U,3,0.57,2
423,U,La Union,7300,1821.0,456.0,2,2,1474.0,136.0,988.0,53250.0,8760,N,1,0.63,4
424,D,Camarines Norte,31755,9039.0,1664.0,2,1,191.0,2102.0,816.0,817.0,16790,L,5,0.67,5
425,U,Sorsogon,31390,48312.0,40.0,0,1,794.0,736.0,1326.0,11672.0,365,U,2,0.82,9
426,U,Sarangani,10950,77562.0,412.0,0,1,1714.0,1216.0,530.0,13141.0,1825,L,7,0.76,8
427,M,Masbate,4745,8797.0,11200.0,0,0,27.0,42.0,716.0,2650.0,0,U,2,0.55,1
428,U,Nueva Ecija,12045,26547.0,668.0,2,2,3896.0,161.0,311.0,5211.0,365,L,1,0.68,6
429,D,Biliran,12045,52250.0,2278.0,0,0,9.0,2976.0,406.0,8078.0,730,H,3,0.73,7
430,S,Masbate,2920,9172.0,182.0,2,0,447.0,1059.0,2310.0,28547.0,730,L,6,0.59,3
431,M,Mindoro Occidental,21535,38375.0,3724.0,2,0,158.0,1291.0,2376.0,19734.0,1095,N,1,0.82,9
432,U,Manila,2920,11367.0,294.0,2,1,392.0,287.0,216.0,61406.0,0,N,2,0.62,4
433,D,Negros Occidental,3285,45594.0,454.0,2,0,2086.0,1350.0,91.0,26047.0,730,L,1,0.66,5
434,M,Davao Oriental,25915,3928.0,628.0,2,2,672.0,136.0,815.0,13438.0,365,H,3,0.73,7
435,S,Leyte,8395,55094.0,111.0,2,1,146.0,690.0,1026.0,51531.0,365,U,6,0.79,9
436,M,Quezon Province,2190,6289.0,998.0,1,0,2180.0,2946.0,356.0,7477.0,0,U,4,0.5,1
437,M,Antique,13870,2891.0,593.0,3,0,1435.0,29.0,322.0,23094.0,1095,U,4,0.69,6
438,U,Zamboanga Del Sur,6935,45188.0,1106.0,0,0,1612.0,347.0,2430.0,1535.0,1460,U,2,0.61,3
439,M,Bulacan,8395,18594.0,932.0,3,2,266.0,296.0,32.0,13875.0,2555,N,1,0.69,6
440,M,Maguindanao,3285,8867.0,1452.0,2,0,230.0,336.0,82.0,40750.0,4015,L,1,0.62,4
441,M,Catanduanes,17885,26234.0,924.0,1,0,134.0,1304.0,4756.0,7996.0,730,N,6,0.75,8
442,M,Bulacan,17885,25828.0,44.0,2,0,730.0,1298.0,1226.0,7969.0,730,U,6,0.75,8
443,M,Maguindanao,5840,50250.0,556.0,3,1,64.0,746.0,2190.0,25312.0,3650,U,4,0.73,7
444,U,Cebu,20075,33750.0,3090.0,2,0,118.0,620.0,256.0,12594.0,365,U,1,0.77,8
445,M,Pangasinan,1825,10844.0,172.0,2,0,358.0,467.0,2460.0,16391.0,365,L,2,0.54,1
446,D,Lanao Del Norte,3285,16906.0,229.0,3,0,71.0,658.0,32.0,3109.0,1095,L,1,0.53,1
447,M,Zamboanga Del Sur,12775,1146.0,821.0,0,0,686.0,1895.0,282.0,8914.0,10950,U,4,0.61,3
448,U,Sarangani,2555,13109.0,986.0,0,0,300.0,431.0,209.0,19156.0,4380,U,1,0.56,2
449,U,Catanduanes,13505,8336.0,71.0,1,0,391.0,2254.0,815.0,35812.0,2190,N,2,0.72,7
450,S,Bohol,6935,578.0,992.0,2,1,181.0,239.0,1434.0,60188.0,1825,L,1,0.62,3
451,M,Quezon Province,3285,7891.0,274.0,3,0,662.0,1442.0,756.0,20422.0,1825,L,4,0.59,3
452,M,Abra,5475,58406.0,717.0,2,2,822.0,1895.0,4140.0,60844.0,365,L,4,0.77,8
453,M,Davao del Norte,22630,18547.0,1098.0,1,2,178.0,249.0,442.0,8805.0,0,N,7,0.76,8
454,M,Masbate,20440,25922.0,1375.0,1,0,303.0,328.0,71.0,22844.0,1825,L,4,0.81,9
455,S,Tawi-Tawi,19710,17953.0,840.0,2,0,996.0,3404.0,3844.0,6449.0,2190,H,2,0.73,7
456,M,Lanao Del Norte,4380,3494.0,538.0,1,0,421.0,94.0,750.0,3996.0,1095,U,3,0.52,1
457,S,Ifugao,29200,2211.0,754.0,0,0,482.0,350.0,1634.0,36188.0,1825,N,3,0.76,8
458,M,Manila,5840,6887.0,213.0,0,0,1102.0,794.0,350.0,60656.0,2555,N,6,0.68,6
459,D,Sarangani,5475,12266.0,449.0,2,0,1453.0,328.0,2768.0,19906.0,10585,L,2,0.63,4
460,M,Quezon Province,5475,5148.0,199.0,3,1,155.0,98.0,999.0,12031.0,365,N,7,0.6,3
461,S,Zamboanga Del Sur,5840,68000.0,1128.0,2,0,1945.0,1031.0,64.0,10414.0,0,U,-1,0.7,6
462,S,Nueva Ecija,2920,15109.0,57.0,2,0,3462.0,333.0,76.0,23484.0,1460,L,5,0.6,3
463,D,Antique,8760,102625.0,2250.0,1,0,1559.0,67.0,2220.0,14555.0,365,H,7,0.76,8
464,S,Kalinga-Apayao,8760,5727.0,557.0,2,1,1977.0,787.0,193.0,2652.0,365,N,7,0.58,2
465,U,Bataan,3650,13578.0,219.0,2,0,884.0,648.0,767.0,15953.0,365,U,6,0.59,3
466,M,Aklan,730,3932.0,1994.0,1,1,811.0,1403.0,1188.0,7715.0,2920,L,4,0.39,0
467,M,Antique,1095,31016.0,979.0,0,2,416.0,35.0,589.0,27766.0,1825,N,-1,0.56,2
468,S,Misamis Oriental,4015,30016.0,146.0,1,0,1780.0,960.0,158.0,3691.0,730,N,3,0.59,3
469,M,Sulu,3285,2957.0,298.0,0,0,306.0,776.0,378.0,11414.0,4745,L,4,0.53,1
